Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
PETCM Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,TLE4;S100A2;TPM1;AKR1C3;LOXL2;PLAC8;CALB2;GPRC5A;COL5A1;AXL;BASP1;STC2;PDGFC;SFN;SOX9;IL7R
VAMA-37 Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,FZD2;ANXA1;CITED2;IRS1;ITGA3;AMIGO2;AKR1C3;TNFAIP2;KRT7;PBX1;SLPI;BASP1;DPYD;UCP2;PTX3;STX1A
Phenothiazine Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,IRS1;CAV1;AMIGO2;KRT7;MICAL2;GATA3;GATA2;PBX1;FERMT1;NUAK1;GLIPR1;MECOM;PODXL;PDGFC;DPYD;FJX1
JAS07-009 Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ANXA1;ZNF185;S100A2;LAMB3;CAV1;AMIGO2;TNFAIP2;KRT7;CLU;SLPI;PKIA;DPYD;IGFBP6;KCNN4;PITX1;STX1A
Depudecin Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ZNF185;TNFRSF12A;TPBG;DKK1;PRSS23;GLIPR1;BMP2;PODXL;ID1;DPYD;SCNN1A;DSE;SOX9;TOX;TLR4;STX1A
STK-397047 Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,JUN;TNFRSF12A;SMAGP;TPBG;PLAUR;KRT7;INHBA;DKK1;FOSL1;BMP2;GPRC5A;STC2;DPYD;SFN;PTX3;ABCG2
SA-247384 Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,GALNT6;ANXA1;TPBG;KRT7;SECTM1;ARHGAP29;PLAC8;GPRC5A;KRT18;AXL;ID1;DPYD;SCNN1A;F2RL1;FLNB;IGFBP6
SA-1017940 Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ABCC3;NRP1;SYT1;IRS1;CAV1;AMIGO2;AKR1C3;KRT7;ARHGAP29;PBX1;CNN1;GLIPR1;GPRC5A;AXL;BASP1;FLNB
Lofemizole Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,GALNT6;ANXA1;SMAGP;DKK1;F3;CLU;PBX1;FERMT1;GLIPR1;DMBT1;PKIA;ID1;F2RL1;SPOCK1;PTX3;IL7R
SA-247654 Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,NRP1;FZD2;ZNF185;CITED2;KRT7;LOXL2;KRT18;SLPI;MECOM;COL5A1;ID1;UCP2;SCNN1A;PTX3;ZNF467;TLR4
VU-0418942-1 Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ANXA1;KRT8;SLC2A1;KRT7;VEGFC;ARHGAP29;INHBA;F3;BMP2;GPRC5A;SLPI;BASP1;STC2;PXDN;F2RL1;IGFBP6
Setiptiline Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,CARD10;FZD2;AMIGO2;KRT8;KRT7;MICAL2;NRG1;INHBA;KRT18;AXL;PLAU;PXDN;PKP2;FLNB;IGFBP6;SLIT2
AEE-788 Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,KRT81;GALNT6;JUN;ANXA1;ZNF185;AKR1C3;DIO2;TNFAIP2;F3;CLU;CNN1;BASP1;SPOCK1;SOX9;IGFBP6;STRA6
Aphidicolin Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,LAMA5;ANXA1;ZNF185;S100A2;LAMB3;KRT8;AKR1C3;KRT7;MT2A;GPRC5A;ID1;F2RL1;SFN;IGFBP6;SYNPO;MT1E
Lerisetron Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,KRT81;ANXA1;ACSL5;MICAL2;INHBA;DKK1;FAM171A1;GLIPR1;GPRC5A;KRT18;AXL;PLAU;BASP1;ID1;F2RL1;SPOCK1
Rotigotine Up,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,SLC14A1;VIPR1;S100A2;AMIGO2;KRT8;KRT7;MICAL2;KRT18;BASP1;PDGFC;UCP2;DSE;SFN;SOX9;TBL1X;IL7R
Trametinib Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,NRP1;GALNT6;SYT1;IRS1;ITGA3;ITGA2;PLAUR;DKK1;FOSL1;KRT18;PLAU;SOX9;KCNN4;TLR4;FJX1;STX1A
Cilnidipine Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,CARD10;ATP8B1;SLC2A1;ARHGAP29;SERPINB7;DKK1;F3;EFNB2;FERMT1;MT2A;GPRC5A;PLAGL1;F2RL1;STX1A;MT1E;CPA4
M-Chlorophenylbiguanide Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,SYT1;SMAGP;TPBG;KRT8;AKR1C3;DIO2;TNFAIP2;KRT7;FERMT1;BMP2;MECOM;PLAGL1;SPOCK1;IGFBP6;SLIT2;ABCG2
Pseudopelletierine Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,PDGFRB;LAMA5;FOXF1;SMAGP;AMIGO2;MICAL2;VEGFC;LDOC1;DKK1;CLU;SLPI;STC2;PDGFC;ID1;IGFBP6;KCNN4
P-1075 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ABCC3;LAMB3;ITGA3;TNFAIP2;SLC2A1;PBX1;MT2A;BMP2;GPRC5A;MECOM;BASP1;STC2;UCP2;SCNN1A;KCNN4;MT1E
Menadione Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,NRP1;FZD2;JUP;MICAL2;PAWR;LOXL2;NUAK1;COL5A1;PLAU;PDGFC;PXDN;SCNN1A;SPOCK1;FLNB;TBL1X;KCNN4
Importazole Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,TLE4;SYT1;AKR1C3;ACSL5;CLU;PBX1;GLIPR1;KRT18;MECOM;AXL;PDGFC;NMT2;F2RL1;TLR4;MT1E;ABCG2
FU-JMBII227B Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,NRP1;LAMA5;KRT8;KRT7;MICAL2;ARHGAP29;EFNB2;NUAK1;KRT18;SLPI;PODXL;PLAGL1;SCNN1A;F2RL1;CDH13;MT1E
KU-C103658 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,TNFRSF12A;LAMB3;ITGA3;CAV1;KRT7;MICAL2;INHBA;CLU;PBX1;MT2A;KRT18;SLPI;PODXL;PXDN;MT1E;ABCG2
Aminoindazole Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,KRT81;ITGA3;TPBG;AMIGO2;AKR1C3;PLAUR;KRT7;CLU;KRT18;PLAGL1;UCP2;SCNN1A;DSE;IGFBP6;TOX;TLR4
Tosufloxacin Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,TLE4;ABCC3;FOXF1;TPBG;AMIGO2;KRT8;AKR1C3;KRT7;LDOC1;PBX1;LOXL2;EFNB2;KRT18;BASP1;SOX9;TLR4
SD-6-035-A9 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,GALNT6;AMIGO2;TNFAIP2;DKK1;PBX1;LOXL2;PLAC8;GPRC5A;AXL;BASP1;STC2;UCP2;FLNB;SYNPO;TLR4;ABCG2
Fluocinolone Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ABCC3;AMIGO2;MICAL2;ARHGAP29;LOXL2;KRT18;AXL;BASP1;IL1B;ID1;DPYD;SOX9;IGFBP6;TLR4;MT1E;SLC38A4
Cloxacillin Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,KRT81;GALNT6;JUP;PLAUR;VEGFC;INHBA;SERPINB7;BMP2;BASP1;STC2;NMT2;SOX9;IGFBP6;GAS6;SLC12A8;MT1E
Pranlukast Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,TNFRSF12A;S100A2;CITED2;ITGA3;ACSL5;DKK1;CLU;MT2A;STC2;KCNMA1;NMT2;F2RL1;SFN;SOX9;TLR4;MT1E
Stanozolol Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,NRP1;ANXA1;TNFRSF12A;SYT1;SMAGP;CAV1;FAM171A1;GPRC5A;MECOM;PLAU;PODXL;DPYD;SCNN1A;F2RL1;IGFBP6;TLR4
Neostigmine Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ANXA1;S100A2;ITGA3;KRT7;FAM171A1;FERMT1;BASP1;IL1B;ID1;F2RL1;SPOCK1;PTX3;KCNN4;IL7R;TLR4;MT1E
Dichlorodiamine-Platinum Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,VIPR1;S100A2;FOXF1;CITED2;TNFAIP2;KRT7;F3;CLU;FOSL1;SLPI;PODXL;ID1;PTX3;SOX9;PITX1;STX1A
Urethane Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ABCC3;LAMA5;KRT81;KRT8;AKR1C3;KRT7;ACSL5;MICAL2;INHBA;CLU;EFNB2;PLAU;ID1;SOX9;KCNN4;TLR4
Shahrm Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,KRT81;TPM1;KRT8;KRT7;SERPINB7;F3;PLAC8;FAM171A1;GPRC5A;KRT18;SLPI;DMBT1;PDGFC;IL7R;ABCG2;CPA4
Bromebric-Acid Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,NRP1;KRT81;S100A2;LAMB3;ITGA3;KRT7;INHBA;EGFR;EFNB2;AXL;PLAU;IL1B;FLNB;SOX9;KCNN4;MT1E
LIVF001-002 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ZNF185;TNFRSF12A;S100A2;AMIGO2;ACSL5;PAWR;DKK1;CLU;PLAC8;EFNB2;GLIPR1;SLPI;PLAU;ID1;TBL1X;TLR4
Levallorphan Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,TLE4;S100A2;SYT1;AMIGO2;AKR1C3;CLU;GPRC5A;SLPI;STC2;ID1;DPYD;F2RL1;SFN;PTX3;IGFBP6;TLR4
ORE-1001 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ABCC3;ANXA1;JUP;S100A2;FOXF1;CAV1;AKR1C3;ACSL5;F3;CLU;MECOM;PDGFC;ID1;SCNN1A;SPOCK1;SFN
Etizolam Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,NRP1;GALNT6;ITGA3;CAV1;AMIGO2;AKR1C3;MICAL2;GATA2;AXL;PDGFC;ID1;PXDN;DPYD;SCNN1A;IGFBP6;TLR4
PS-178990 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,CARD10;FZD2;ZNF185;JUP;CAV1;AMIGO2;KRT8;ARHGAP29;LDOC1;NUAK1;KRT18;PLAU;BASP1;PXDN;UCP2;SFN
API-001 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,FOXF1;IRS1;TPBG;AMIGO2;KRT8;INHBA;DKK1;PBX1;PLAC8;GPRC5A;KRT18;AXL;DSE;SLIT2;GAS6;GPRC5C
Cinepazide Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,LAMA5;FZD2;AKR1C3;CRIM1;KRT7;VEGFC;ARHGAP29;LDOC1;DKK1;KRT18;IL1B;PLAGL1;PDGFC;SPOCK1;SOX9;TLR4
SA-244237 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,S100A2;LAMB3;AKR1C3;F3;CLU;KRT18;SLPI;MECOM;PDGFC;ID1;SCNN1A;SOX9;SLIT2;SYNPO;IL7R;TLR4
SA-1455822 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ABCC3;CITED2;AMIGO2;AKR1C3;TNFAIP2;KRT7;ACSL5;DKK1;MT2A;GPRC5A;ID1;KCNN4;TLR4;STX1A;MT1E;ABCG2
WAY-262611 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,ZNF185;S100A2;CITED2;CAV1;TPM1;PLAUR;ARHGAP29;F3;CLU;PLAC8;FERMT1;BMP2;KRT18;SLPI;DSE;SFN
NSC-625987 Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,SLC14A1;FZD2;S100A2;KRT7;GATA3;INHBA;LOXL2;FOSL1;GPRC5A;AXL;IL1B;SPOCK1;SFN;SOX9;IGFBP6;FJX1
Castanospermine Down,16/248,2.16E-08,2.85E-07,0,0,6.4801061,114.373006,TLE4;CITED2;IRS1;CAV1;TPBG;AMIGO2;ARHGAP29;NMNAT2;DKK1;BMP2;STC2;PXDN;DPYD;IGFBP6;GAS6;TLR4
MRS-1220 Up,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,GALNT6;IL4R;AKR1C3;SLC2A1;DKK1;CLU;PLAC8;FOSL1;MT2A;PKIA;SPOCK1;SFN;PTX3;SLIT2;MT1E;ABCG2
AMZ-30 Up,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,ABCC3;JUP;BDNF;CAV1;AKR1C3;CRIM1;TNFAIP2;KRT7;DKK1;PSG5;AXL;PXDN;DSE;SFN;TBL1X;IGFBP6
Isotretinoin Up,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,GALNT6;S100A2;ATP8B1;AMIGO2;AKR1C3;GATA3;PLAC8;FERMT1;GPRC5A;KRT18;MECOM;ID1;SCNN1A;IGFBP6;SLIT2;SYNPO
BAM-7 Up,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,NRP1;CARD10;SMAGP;IRS1;ITGA2;TPBG;F3;LOXL2;EFNB2;CNN1;PODXL;PKIA;F2RL1;SOX9;FLNC;SLIT2
Hyperin Up,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,GALNT6;FZD2;S100A2;LAMB3;AMIGO2;DIO2;MICAL2;ARHGAP29;NRG1;EFNB2;AXL;PXDN;DSE;SPOCK1;SOX9;TBL1X
Rutaecarpine Up,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,ABCC3;SMAGP;TPBG;AKR1C3;KRT7;F3;PBX1;EGFR;FOSL1;CNN1;MT2A;SLPI;SPOCK1;IGFBP6;MT1E;ABCG2
SA-1458902 Up,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,KRT7;VEGFC;DKK1;LOXL2;GPRC5A;KRT18;SLPI;MECOM;DMBT1;AXL;BASP1;ID1;F2RL1;SOX9;TLR4;SLC38A4
BML-210 Up,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,JUN;ANXA1;S100A2;AMIGO2;KRT8;AKR1C3;INHBA;CNN1;KRT18;SLPI;AXL;BASP1;ID1;F2RL1;SOX9;IGFBP6
PP-1 Down,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,KRT81;JUN;TNFRSF12A;BDNF;TPM1;PLAUR;KRT7;MICAL2;INHBA;DKK1;FOSL1;GLIPR1;PLAU;ID1;SPOCK1;SOX9
Clomipramine Down,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,KRT81;JUN;CITED2;BDNF;SLC2A1;KRT7;DKK1;F3;CLU;PLAC8;KRT18;PSG5;ID1;ANKRD1;IL7R;ABCG2
IBC-293 Down,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,LAMA5;S100A2;LAMB3;ITGA3;KRT8;SLC2A1;PLAUR;FAM171A1;KRT18;MECOM;DMBT1;COL5A1;PODXL;IL1B;SCNN1A;IL7R
IOX-1 Down,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,TOR4A;JUP;S100A2;IRS1;ITGA3;AMIGO2;AKR1C3;KRT7;LOXL2;TBC1D2;KRT18;SLPI;SCNN1A;FLNB;TOX;PITX1
Desloratadine Down,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,ANXA1;BDNF;ATP8B1;CAV1;ARHGAP29;DKK1;FAM171A1;MT2A;GLIPR1;GPRC5A;KRT18;AXL;ID1;FJX1;MT1E;CPA4
SA-1459224 Down,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,TLE4;ABCC3;CARD10;SYT1;AMIGO2;AKR1C3;TNFAIP2;KRT7;MICAL2;INHBA;CLU;PBX1;AXL;SPOCK1;SOX9;TLR4
Abacavir Down,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,GALNT6;LAMB3;FOXF1;ATP8B1;CAV1;TPBG;AMIGO2;CRIM1;EFNB2;FERMT1;BMP2;PODXL;STC2;F2RL1;PTX3;GAS6
Apremilast Down,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,NRP1;JUN;ACSL5;MICAL2;F3;CLU;PLAC8;FOSL1;EFNB2;FAM171A1;FERMT1;BMP2;PTX3;IL7R;TLR4;FJX1
ICI-174864 Down,16/249,2.29E-08,2.95E-07,0,0,6.45196434,113.51143,GALNT6;IRS1;ITGA2;TPBG;KRT8;AKR1C3;ARHGAP29;F3;FERMT1;MECOM;ID1;PXDN;UCP2;F2RL1;TOX;TLR4
EHNA Up,16/250,2.42E-08,3.11E-07,0,0,6.42406312,112.659019,TLE4;ANXA1;S100A2;FOXF1;F3;LOXL2;FERMT1;BMP2;SLPI;MECOM;COL5A1;ID1;IL7R;TLR4;PITX1;MT1E
Tolnaftate Up,16/250,2.42E-08,3.11E-07,0,0,6.42406312,112.659019,CARD10;CAV1;CCDC69;AMIGO2;KRT8;KRT7;MT2A;GPRC5A;KRT18;SCNN1A;DSE;PKP2;F2RL1;IGFBP6;GAS6;MT1E
Triphenylphosphine-Oxide Up,16/250,2.42E-08,3.11E-07,0,0,6.42406312,112.659019,SYT1;STAC;CITED2;SMAGP;BDNF;NMNAT2;GATA2;DKK1;LOXL2;MT2A;COL5A1;BASP1;PKIA;SPOCK1;PTX3;TLR4
8-bromo-cGMP Up,16/250,2.42E-08,3.11E-07,0,0,6.42406312,112.659019,NRP1;CARD10;SLC14A1;JUP;TPBG;KRT8;ACSL5;DKK1;PBX1;FERMT1;PDGFC;F2RL1;SFN;SOX9;TLR4;PITX1
RAN-30 Down,16/250,2.42E-08,3.11E-07,0,0,6.42406312,112.659019,FOXF1;AKR1C3;LDOC1;CLU;EFNB2;MT2A;BMP2;DMBT1;PDGFC;ID1;F2RL1;SOX9;GAS6;TLR4;MT1E;ABCG2
Gossypol Up,15/235,6.95E-08,8.91E-07,0,0,6.37973032,105.151744,S100A2;FOXF1;TPBG;AMIGO2;KRT8;SLC2A1;F3;LOXL2;GPRC5A;MECOM;STC2;PLAGL1;PXDN;SOX9;PITX1
PF-03758309 Up,15/236,7.35E-08,9.41E-07,0,0,6.35053801,104.316156,ZNF185;ITGA3;KRT8;MICAL2;CLU;CNN1;MT2A;GLIPR1;GPRC5A;KRT18;DMBT1;PODXL;F2RL1;SOX9;MT1E
Narciclasine Up,15/237,7.77E-08,9.92E-07,0,0,6.32160869,103.489943,TLE4;JUN;TNFRSF12A;KRT7;ARHGAP29;F3;CLU;FOSL1;EFNB2;BMP2;GPRC5A;PLAU;IL1B;F2RL1;SOX9
Valspodar Up,15/237,7.77E-08,9.92E-07,0,0,6.32160869,103.489943,GALNT6;S100A2;LAMB3;TPBG;AMIGO2;KRT7;GATA3;F3;DMBT1;BASP1;STC2;IL1B;IL7R;TLR4;MT1E
Fluticasone Down,15/238,8.21E-08,1.05E-06,0,0,6.29293883,102.672961,PDGFRB;JUN;FZD2;VEGFC;INHBA;PRSS23;CLU;PBX1;FOSL1;ARL4C;PLAU;BASP1;PDGFC;SOX9;TLR4
SA-424371 Down,15/238,8.21E-08,1.05E-06,0,0,6.29293883,102.672961,ABCC3;ANXA1;TNFAIP2;PLAUR;LOXL2;PLAC8;FOSL1;GLIPR1;COL5A1;PLAU;STC2;FLNB;IL7R;PITX1;STX1A
PHA-793887 Up,15/239,8.67E-08,1.10E-06,0,0,6.26452495,101.865072,LAMA5;TNFRSF12A;ITGA3;KRT8;AKR1C3;MICAL2;LDOC1;CLU;GLIPR1;KRT18;MECOM;F2RL1;SOX9;FJX1;ABCG2
Ro-106-9920 Up,15/239,8.67E-08,1.10E-06,0,0,6.26452495,101.865072,IL11;JUN;ANXA1;TNFRSF12A;SMAGP;TPBG;PLAUR;MICAL2;INHBA;DKK1;FOSL1;STC2;SPOCK1;IGFBP6;TLR4
Filanesib Up,15/239,8.67E-08,1.10E-06,0,0,6.26452495,101.865072,IRS1;CAV1;TPM1;LOXL2;PLAC8;NUAK1;GLIPR1;PODXL;PDGFC;ID1;SPOCK1;PTX3;GAS6;IL7R;MT1E
CAY-10577 Down,15/239,8.67E-08,1.10E-06,0,0,6.26452495,101.865072,ABCC3;SLC14A1;ANXA1;SYT1;CITED2;IRS1;AMIGO2;KRT7;ARHGAP29;CLU;AXL;PLAU;DPYD;DSE;F2RL1
TL-AA09 Down,15/239,8.67E-08,1.10E-06,0,0,6.26452495,101.865072,ZNF185;JUP;CITED2;MICAL2;ARHGAP29;LDOC1;INHBA;STC2;IL1B;PDGFC;UCP2;SCNN1A;GAS6;IL7R;TLR4
XL-147 Up,15/240,9.16E-08,1.15E-06,0,0,6.23636364,101.066139,NRP1;ANXA1;S100A2;SYT1;ATP8B1;KRT8;FOSL1;EFNB2;CALB2;CREB3L1;STC2;SCNN1A;SOX9;IL7R;PITX1
AG-1024 Up,15/240,9.16E-08,1.15E-06,0,0,6.23636364,101.066139,TNFRSF12A;TPBG;PLAUR;KRT7;MICAL2;INHBA;DKK1;GLIPR1;GPRC5A;PLAU;STC2;IL1B;SPOCK1;PTX3;SOX9
Papaverine Down,15/240,9.16E-08,1.15E-06,0,0,6.23636364,101.066139,GALNT6;ANXA1;TNFRSF12A;FOXF1;CITED2;F3;CLU;PLAC8;FAM171A1;GPRC5A;PTX3;IL7R;TLR4;MT1E;CPA4
HG-6-64-01 Down,15/240,9.16E-08,1.15E-06,0,0,6.23636364,101.066139,SLC14A1;JUN;JUP;LAMB3;CAV1;SLC2A1;PLAUR;FOSL1;EFNB2;GLIPR1;BMP2;GPRC5A;F2RL1;SPOCK1;STX1A
NE-100 Down,15/240,9.16E-08,1.15E-06,0,0,6.23636364,101.066139,ZNF185;LAMB3;ATP8B1;TNFAIP2;ACSL5;MICAL2;ARHGAP29;DKK1;EFNB2;KRT18;PODXL;UCP2;ANKRD1;SFN;SOX9
Clebopride Up,15/241,9.67E-08,1.21E-06,0,0,6.20845154,100.276027,FOXA1;ANXA1;KRT7;ARHGAP29;GFRA1;GATA2;F3;FAM171A1;BMP2;GPRC5A;KRT18;AXL;ID1;SPOCK1;MT1E
PF-06465469 Up,15/241,9.67E-08,1.21E-06,0,0,6.20845154,100.276027,GALNT6;FZD2;ANXA1;KRT8;GATA3;DKK1;CLU;PLAC8;KRT18;STC2;PKIA;DPYD;UCP2;IGFBP6;TLR4
Flunarizine Down,15/241,9.67E-08,1.21E-06,0,0,6.20845154,100.276027,TLE4;SLC14A1;ZNF185;CITED2;TPM1;KRT7;MICAL2;EFNB2;AR;CNN1;BASP1;IL1B;PLAGL1;PDGFC;DSE
Bucladesine Down,15/241,9.67E-08,1.21E-06,0,0,6.20845154,100.276027,KRT81;TPBG;GATA3;DKK1;F3;CLU;FOSL1;EFNB2;STC2;PKIA;DPYD;F2RL1;PTX3;IGFBP6;TLR4
Leoidin Down,15/241,9.67E-08,1.21E-06,0,0,6.20845154,100.276027,KRT81;ANXA1;BDNF;ATP8B1;AMIGO2;MICAL2;DKK1;F3;LOXL2;BASP1;PKP2;SPOCK1;SLC16A2;TOX;STX1A
TC-S-7006 Down,15/241,9.67E-08,1.21E-06,0,0,6.20845154,100.276027,ANXA1;ZNF185;S100A2;CITED2;IRS1;KRT8;KRT7;SERPINB7;DKK1;CLU;GPRC5A;BASP1;SFN;FLNB;MT1E
Almitrine Down,15/241,9.67E-08,1.21E-06,0,0,6.20845154,100.276027,JUP;TNFRSF12A;S100A2;CITED2;CAV1;TNFAIP2;KRT7;GATA2;CLU;EFNB2;FAM171A1;SLPI;BASP1;NMT2;IGFBP6
Broxuridine Down,15/241,9.67E-08,1.21E-06,0,0,6.20845154,100.276027,ITGA3;CAV1;DIO2;KRT7;GATA2;DKK1;MT2A;BMP2;SLPI;MECOM;ID1;SPOCK1;SOX9;SLIT2;MT1E
GSK-461364 Up,15/242,1.02E-07,1.26E-06,0,0,6.18078536,99.4946065,KRT81;ITGA3;CAV1;TPBG;AMIGO2;SLC2A1;GATA2;FOSL1;MT2A;GLIPR1;GPRC5A;KRT18;PODXL;PDGFC;MT1E
Ivachtin Up,15/242,1.02E-07,1.26E-06,0,0,6.18078536,99.4946065,CARD10;IRS1;CAV1;AKR1C3;ACSL5;SECTM1;ARHGAP29;GATA2;DKK1;LOXL2;PLAC8;FAM171A1;GPRC5A;AXL;PKP2
RS-79948 Up,15/242,1.02E-07,1.26E-06,0,0,6.18078536,99.4946065,ANXA1;AMIGO2;KRT8;TNFAIP2;SLC2A1;ACSL5;MICAL2;DKK1;KRT18;PODXL;ID1;SCNN1A;PTX3;KCNN4;TLR4
HU-211 Up,15/242,1.02E-07,1.26E-06,0,0,6.18078536,99.4946065,NRP1;GALNT6;ANXA1;LAMB3;SMAGP;MICAL2;VEGFC;DKK1;F3;FOSL1;MT2A;PLAU;IL1B;F2RL1;PTX3
Indinavir Down,15/242,1.02E-07,1.26E-06,0,0,6.18078536,99.4946065,ABCC3;JUP;SYT1;IRS1;TPBG;AMIGO2;TNFAIP2;MICAL2;INHBA;SLPI;PLAU;BASP1;STC2;ID1;GAS6
Mephentermine Down,15/242,1.02E-07,1.26E-06,0,0,6.18078536,99.4946065,CITED2;AMIGO2;AKR1C3;KRT7;VEGFC;CNN1;AXL;ID1;SCNN1A;CDH13;SPOCK1;FLNB;PTX3;IL7R;PITX1
Pancuronium Down,15/242,1.02E-07,1.26E-06,0,0,6.18078536,99.4946065,ANXA1;TPBG;AMIGO2;TNFAIP2;PLAUR;KRT7;ACSL5;F3;GLIPR1;DMBT1;PDGFC;DPYD;IGFBP6;IL7R;TLR4
Hypoxanthine Down,15/242,1.02E-07,1.26E-06,0,0,6.18078536,99.4946065,ABCC3;SYT1;LAMB3;ATP8B1;AKR1C3;MICAL2;NMNAT2;INHBA;PLAC8;CNN1;DMBT1;SCNN1A;DSE;SFN;GAS6
Itdac-1 Down,15/242,1.02E-07,1.26E-06,0,0,6.18078536,99.4946065,NRP1;JUN;TNFRSF12A;S100A2;AMIGO2;KRT8;ACSL5;MICAL2;INHBA;EFNB2;GLIPR1;PLAU;STC2;SOX9;STX1A
Temazepam Down,15/242,1.02E-07,1.26E-06,0,0,6.18078536,99.4946065,S100A2;KRT8;AKR1C3;KRT7;ACSL5;MICAL2;GATA2;DKK1;PLAC8;EFNB2;CNN1;KRT18;CREB3L1;SOX9;MT1E
AZD-5363 Up,15/243,1.08E-07,1.30E-06,0,0,6.15336187,98.7217471,TLE4;GALNT6;JUP;SMAGP;AMIGO2;CRIM1;ARHGAP29;INHBA;DKK1;MT2A;DPYD;NMT2;F2RL1;SPOCK1;MT1E
ST-4062971 Up,15/243,1.08E-07,1.30E-06,0,0,6.15336187,98.7217471,ABCC3;JUN;S100A2;LAMB3;SMAGP;AKR1C3;SLC2A1;CLU;FOSL1;AR;STC2;ID1;SFN;IGFBP6;TLR4
Cefmetazole Up,15/243,1.08E-07,1.30E-06,0,0,6.15336187,98.7217471,ABCC3;FZD2;S100A2;CITED2;CAV1;TNFAIP2;DKK1;PLAC8;SLPI;PLAU;BASP1;PKIA;PLAGL1;UCP2;STRA6
